time,altitude,velocity,engine_temp,fuel_pressure,vibration
0.0,0.0,1.0543573814178149,314.62358949326995,5021.495699945918,-0.8107836452816104
0.10001666944490749,0.0025008335417129727,-0.5202009059523443,303.72812143035475,4938.035878382963,0.013573818552920504
0.20003333888981498,0.01000333416685189,1.1498886792910878,303.9288931504965,4949.567994231962,-0.42745301477015063
0.30005000833472245,0.022507501875416752,-0.7661488257380894,291.8363920050267,4924.338113982914,0.07905196611857006
0.40006667777962995,0.04001333666740756,0.32870313510031546,302.0354093886924,5041.692246323974,0.8256648841349465
0.5000833472245374,0.06252083854282431,-0.6029280545998139,297.69727416084214,5096.933679804911,0.16933076021664833
0.6001000166694449,0.09003000750166701,0.9594388983765054,310.44777853350024,4951.019198584089,-0.9657436569956497
0.7001166861143524,0.12254084354393566,1.004448445732945,299.60888956131555,4978.433661104614,0.13838512030291195
0.8001333555592599,0.16005334666963025,2.0149418064545057,302.86906021820914,5013.035381459074,0.5038603113021707
0.9001500250041674,0.2025675168787508,-0.2493351595880935,302.56458279892445,5075.0582501202,0.2876859488562141
1.0001666944490748,0.25008335417129723,-0.4887979116727178,294.90880320259527,5015.919270030487,-0.044503750003052775
1.1001833638939824,0.30260085854726976,0.8607499661393858,297.21864068087103,4999.7277718243395,0.3781346455066194
1.2002000333388898,0.36012003000666803,1.859517294987337,295.98673907982925,4886.127301905003,-0.02560025405761472
1.3002167027837974,0.42264086854949245,-0.34943912353488626,297.8798685114282,4939.251613800966,-0.44258025114637506
1.4002333722287048,0.4901633741757426,0.5887187749412056,303.73177316384476,4897.494838527204,-0.12756257606605734
1.5002500416736124,0.562687546885419,1.1697227412668358,291.2775546705893,4880.234404844228,-0.07549795108425786
1.6002667111185198,0.640213386678521,2.180042672812233,304.26660516849404,4873.172570155513,0.1116627600544361
1.7002833805634272,0.722740893555049,0.53249690214966,299.4365983082884,4951.49928950785,0.2833970275759508
1.8003000500083348,0.8102700675150032,1.3433168298241407,299.9177314621382,4959.30093655352,0.732638291317142
